docs_id,doc_code,projection_apa,res_fields,dbases,if_info,scopus_info,pub_year
4034939,S4,"Gaidelys, V., & Dailydka, S. (2013). The potentials for using of methods of competitive intelligence in the sector of railways. <i><i>Ekonomika ir vadyba = Economics and management</i></i>, <i>18</i>(2), 256-262. doi:<a target=""_blank"" href=""https://doi.org/10.5755/j01.em.18.2.4079"">10.5755/j01.em.18.2.4079</a>",T 003; S 003; S 004,Academic Search Complete; Central & Eastern European Academic Source (CEEAS); TOC Premier; Current Abstracts; Business Source Complete,,,2013
4035172,S1,"Keršys, A., Kalisinskas, D., Pukalskas, S., Vilkauskas, A., Keršys, R., & Makaras, R. (2013). Investigation of the influence of hydrogen used in internal combustion engines on exhaust emission. <i><i>Eksploatacja i Niezawodnosc – Maintenance and Reliability</i></i>, <i>15</i>(4), 384-389. Retrieved 2013, September 10, from <a target=""_blank"" href=""http://www.ein.org.pl/sites/default/files/2013-04-14.pdf"">http://www.ein.org.pl/sites/default/files/2013-04-14.pdf</a>",T 003,Science Citation Index Expanded (Web of Science),"IF: 0,505, AIF: 1,342, Q3 (2013, InCites JCR SCIE)","CiteScore: 0,71, SNIP: 0,962, SJR: 0,315, Q2 (2013, Scopus Sources)",2013
4035197,S6,"Dailydka, S. (2013). Mokslo sprendimai geležinkelyje. <i><i>Mokslas ir technika: Lietuvos MA ir Lietuvos inžinierių sąjungos mėnesinis žurnalas</i></i>, 6, 24-30.",T 003,,,,2013
4035548,S4,"Peleckis, K. (2013). Emotions and its management in negotiations: sustainability and stability aspects. <i><i>Journal of security and sustainability issues</i></i>, <i>3</i>(1), 49-60. doi:<a target=""_blank"" href=""https://doi.org/10.9770/jssi.2013.3.1(6)"">10.9770/jssi.2013.3.1(6)</a>",S 003,Business Source Complete,,,2013
4035610,S1,"Vislavičius, K., & Sivilevičius, H. (2013). Effect of reclaimed asphalt pavement gradation variation on the homogeneity of recycled hot-mix asphalt. <i><i>Archives of civil and mechanical engineering</i></i>, <i>13</i>(3), 345-353. doi:<a target=""_blank"" href=""https://doi.org/10.1016/j.acme.2013.03.003"">10.1016/j.acme.2013.03.003</a>",T 003; T 002,Academic Search Complete; Scopus; ScienceDirect; Science Citation Index Expanded (Web of Science),"IF: 1,331, AIF: 2,259, Q2 (2013, InCites JCR SCIE)","CiteScore: 1,59, SNIP: 1,177, SJR: 0,699, Q1 (2013, Scopus Sources)",2013
4035689,S1,"Mačiulaitis, R., Praniauskas, V., & Jakovlev, G. (2013). Research into the fire properties of wood products most frequently used in construction. <i><i>Journal of civil engineering and management</i></i>, <i>19</i>(4), 573-582. doi:<a target=""_blank"" href=""https://doi.org/10.3846/13923730.2013.810169"">10.3846/13923730.2013.810169</a>",T 002; T 008,Scopus; CSA; INSPEC; Science Citation Index Expanded (Web of Science); ICONDA,"IF: 1,372, AIF: 1,670, Q2 (2013, InCites JCR SCIE)","CiteScore: 1,67, SNIP: 1,331, SJR: 0,825, Q1 (2013, Scopus Sources)",2013
4035735,S1,"Serafinavičius, T., Kvedaras, A. K., & Šaučiuvėnas, G. (2013). Bending behavior of structural glass laminated with different interlayers. <i><i>Mechanics of composite materials</i></i>, <i>49</i>(4), 437-446. Retrieved 2013, September 13, from <a target=""_blank"" href=""http://link.springer.com/content/pdf/10.1007%2Fs11029-013-9360-4.pdf"">http://link.springer.com/content/pdf/10.1007%2Fs11029-013-9360-4.pdf</a>",T 002,SpringerLink; Science Citation Index Expanded (Web of Science),"IF: 0,451, AIF: 2,199, Q4 (2013, InCites JCR SCIE)","CiteScore: 0,59, SNIP: 0,765, SJR: 0,345, Q2 (2013, Scopus Sources)",2013
4035747,S1,"Jonaitis, B., Marčiukaitis, G., & Valivonis, J. (2013). Analysis of the mechanics of carbamide induced destruction of concrete and ceramic bricks. <i><i>Construction and building materials</i></i>, <i>48</i>, 917-924. doi:<a target=""_blank"" href=""https://doi.org/10.1016/j.conbuildmat.2013.07.042"">10.1016/j.conbuildmat.2013.07.042</a>",T 002; T 008,ScienceDirect; Science Citation Index Expanded (Web of Science),"IF: 2,265, AIF: 2,249, Q1 (2013, InCites JCR SCIE)","CiteScore: 3,07, SNIP: 2,952, SJR: 1,837, Q1 (2013, Scopus Sources)",2013
4035766,S1,"Maknickas, A. (2013). Biefeld-Brown effect and space curvature of electromagnetic field. <i><i>Journal of modern physics</i></i>, <i>4</i>(8A), 105-110. doi:<a target=""_blank"" href=""https://doi.org/10.4236/jmp.2013.48A009"">10.4236/jmp.2013.48A009</a>",N 002,Academic Search Complete; Science Citation Index Expanded (Web of Science),,,2013
4035854,S8,"Zavadskas, E. K. (intr. auth.) (2013). Foreword. <i><i>14-th German-Lithuanian-Polish Colloquium on „Innovative solutions in construction technology and management“: konferencijos straipsnių rinkinys. Vilnius, Lithuania, 15th May 2013</i></i>, 8-8.",T 002,,,,2013
4036543,S4,"Kaklauskas, A., Krutinis, M., Kovachev, L., Petkov, P., Jackutė, I., & Bartkienė, L. (2013). Building’s refurbishment computer learning system with augmented reality. <i><i>International Journal of e-Education, e-Business, e-Management and e-Learning</i></i>, <i>3</i>(5), 425-431. doi:<a target=""_blank"" href=""https://doi.org/10.7763/IJEEEE.2013.V3.272"">10.7763/IJEEEE.2013.V3.272</a>",T 002; S 003,DOAJ; ProQuest,,,2013
4036567,S5,"Černevičiūtė, J., Strazdas, R., & Jančoras, Ž. (2013). Maping of creative industries: Vilnius case. <i><i>China`s cultural industries</i></i>, <i>8</i>, 64-69.",S 003,,,,2013
4036632,S7,"Vyšniūnas, A. (2013). Kas yra architektas? Kūrėjas, proceso organizatorius, administratorius? <i><i>Archiforma</i></i>, 1-2, 66-72.",H 003,,,,2013
4036689,S4,"Šatkovskis, E., Mitkevičius, R., Zagadskij, V., & Stupakova, J. (2013). Аномальное увеличение коэффициента заполнения вольт-амперной характеристики в коротковолновой области солнечного спектра у кремниевого фотоэлемента, содержащего структуру из пористого кремния. <i><i>Письма в журнал технической физики</i></i>, <i>39</i>(21), 23-29. Retrieved 2013, September 17, from <a target=""_blank"" href=""http://journals.ioffe.ru/pjtf/2013/21/page-23.html.ru"">http://journals.ioffe.ru/pjtf/2013/21/page-23.html.ru</a>",N 002,VINITI,,,2013
4036829,S5,"Papšienė, P. (2013). Validation of variables of human resource management by method of expert assessment. <i><i>Journal of international scientific publication: economy & business [elektroninis išteklius]</i></i>, <i>7</i>(2), 426-433. Retrieved 2013, September 18, from <a target=""_blank"" href=""http://www.scientific-publications.net/download/economy-and-business-2013-2.pdf"">http://www.scientific-publications.net/download/economy-and-business-2013-2.pdf</a>",S 003,,,,2013
4036872,S4,"Puzienė, R., Anikėnienė, A., & Stanionis, A. (2013). A model of recent vertical movements of earth’s surface of the territory of Lithuania. <i><i>Advanced materials research: materials and measurement</i></i>, <i>804</i>, 279-286. doi:<a target=""_blank"" href=""https://doi.org/10.4028/www.scientific.net/AMR.804.279"">10.4028/www.scientific.net/AMR.804.279</a>",T 010; T 004,Scopus; EBSCOHost; ProQuest,,"CiteScore: 0,11, SNIP: 0,199, SJR: 0,142, Q4 (2013, Scopus Sources)",2013
4036944,S1,"Makarevičienė, V., Sendzikiene, E., Pukalskas, S., Rimkus, A., & Vėgneris, R. (2013). Performance and emission characteristics of biogas used in diesel engine operation. <i><i>Energy Conversion and Management</i></i>, <i>75</i>, 224-233. doi:<a target=""_blank"" href=""https://doi.org/10.1016/j.enconman.2013.06.012"">10.1016/j.enconman.2013.06.012</a>",T 003; T 004,Academic Search Complete; Scopus; BIOSIS Previews; ScienceDirect; INSPEC; Science Citation Index Expanded (Web of Science),"IF: 3,590, AIF: 2,478, Q1 (2013, InCites JCR SCIE)","CiteScore: 4,49, SNIP: 2,510, SJR: 1,613, Q1 (2013, Scopus Sources)",2013
4037290,S1,"Balevičius, R., & Mroz, Z. (2013). A finite sliding model of two identical spheres under displacement and force control - part I: static analysis. <i><i>Acta mechanica</i></i>, <i>224</i>(8), 1659-1684. doi:<a target=""_blank"" href=""https://doi.org/10.1007/s00707-013-0839-9"">10.1007/s00707-013-0839-9</a>",T 002; T 009,Science Citation Index Expanded (Web of Science),"IF: 1,268, AIF: 1,739, Q2 (2013, InCites JCR SCIE)","CiteScore: 1,50, SNIP: 1,216, SJR: 0,867, Q1 (2013, Scopus Sources)",2013
4037544,S4,"Sudintas, A., Paškevičius, P., Spruogis, B., & Maskeliūnas, R. (2013). Measurement of vibrations of a pipe system. <i><i>Journal of Measurements in Engineering (JME)</i></i>, <i>1</i>(2), 101-105. Retrieved 2013, September 20, from <a target=""_blank"" href=""http://jve.lt/Vibro/JME-2013-1-2/JME00113060016.pdf"">http://jve.lt/Vibro/JME-2013-1-2/JME00113060016.pdf</a>",T 009; T 003; T 010,VINITI; Academic OneFile; INSPEC,,,2013
4037633,S1,"Polka, M., Galaj, J., & Karpovič, Z. (2013). Investigation into the influence of flame retardant additives on some fire properties of polyester materials applying small-scale testing techniques. <i><i>Journal of civil engineering and management</i></i>, <i>19</i>(4), 561-572. doi:<a target=""_blank"" href=""https://doi.org/10.3846/13923730.2013.793610"">10.3846/13923730.2013.793610</a>",T 002,Scopus; CSA; INSPEC; Science Citation Index Expanded (Web of Science); ICONDA,"IF: 1,372, AIF: 1,670, Q2 (2013, InCites JCR SCIE)","CiteScore: 1,67, SNIP: 1,331, SJR: 0,825, Q1 (2013, Scopus Sources)",2013
4037660,S1,"Jokūbaitis, V. J., & Juknevičius, L. (2013). Critical depth of normal cracks in reinforced concrete beams of rectangular cross-section. <i><i>Journal of civil engineering and management</i></i>, <i>19</i>(4), 583-590. doi:<a target=""_blank"" href=""https://doi.org/10.3846/13923730.2013.812575"">10.3846/13923730.2013.812575</a>",T 002,Scopus; CSA; INSPEC; Science Citation Index Expanded (Web of Science); ICONDA,"IF: 1,372, AIF: 1,670, Q2 (2013, InCites JCR SCIE)","CiteScore: 1,67, SNIP: 1,331, SJR: 0,825, Q1 (2013, Scopus Sources)",2013
4037671,S4,"Kilikevičius, A., Tamošauskas, P., Morkūnienė, V. ir Višinskienė, D. (2013). Akcelerometrijos taikymas žmogaus kūno pusiausvyros tyrimuose. <i><i>Sporto mokslas = Sport science</i></i>, 2, 29-33. Žiūrėta 2013 m. rugsėjo 23 d. per <a target=""_blank"" href=""http://sportinfo.lt/dokumentai/periodiniai_leidiniai/sp_mokslas/SM_2013_2.pdf"">http://sportinfo.lt/dokumentai/periodiniai_leidiniai/sp_mokslas/SM_2013_2.pdf</a>",S 007; T 009,IndexCopernicus,,,2013
4037707,S4,"Jarašūnienė, A., & Greičiūnė, L. (2013). Using the model of intermodal freight efficiency on the assurance of traffic in green corridor. <i><i>Actual problems of economics</i></i>, 8, 543-551.",S 004; T 003,Scopus; Index Copernicus Master List,,"CiteScore: 0,04, SNIP: 0,169, SJR: 0,190, Q4 (2013, Scopus Sources)",2013
4037747,S5,"Serafinavičius, T., Kvedaras, A. K., & Šaučiuvėnas, G. (2013). Pабота строительного стекла, ламинированного разными прослойками, при изгибе. <i><i>Механика композитных материалов</i></i>, <i>49</i>(4), 651-664.",T 002,,,,2013
4037824,S4,"Simanavičienė, R. (2013). Statistinių metodų taikymas daugiatikslių sprendimų patikimumui įvertinti. <i><i>Informacijos mokslai: mokslo darbai</i></i>, <i>65</i>, 120-126. Žiūrėta 2013 m. rugsėjo 25 d. per <a target=""_blank"" href=""http://www.zara.lt/e-knygos/e-Informacijosmokslai-65.pdf"">http://www.zara.lt/e-knygos/e-Informacijosmokslai-65.pdf</a>",T 007,LISA; Ebsco,,,2013
4037834,S4,"Misiūnaitė, I., Juozapaitis, A., & Merkevičius, T. (2013). Improvements on the structural response control of unconventional cable-stayed bridges by nonlinear analysis modelling. <i><i>Metal Constructions</i></i>, <i>19</i>(1), 59-66.",T 002,ICONDA,,,2013
4037846,S1,"Abukauskas, N., Sivilevičius, H., Puodžiukas, V., & Lingytė, I. (2013). Road safety improvement on at-grade intersections. <i><i>The Baltic journal of road and bridge engineering</i></i>, <i>8</i>(3), 212-219. doi:<a target=""_blank"" href=""https://doi.org/10.3846/bjrbe.2013.27"">10.3846/bjrbe.2013.27</a>",T 002; T 003,Central & Eastern European Academic Source (CEEAS); Scopus; Computers & Applied Sciences Complete; Index Copernicus (IC); INSPEC; Science Citation Index Expanded (Web of Science),"IF: 1,053, AIF: 1,670, Q2 (2013, InCites JCR SCIE)","CiteScore: 1,02, SNIP: 0,900, SJR: 0,665, Q2 (2013, Scopus Sources)",2013
4037860,S1,"Marozas, L., Goranin, N., Čenys, A., Radvilavičius, L., & Turskis, Z. (2013). Raising effectiveness of access control systems by applying multi-criteria decision analysis: part 1 – problem definition. <i><i>Technological and economic development of economy</i></i>, <i>19</i>(4), 675-686. doi:<a target=""_blank"" href=""https://doi.org/10.3846/20294913.2013.861369"">10.3846/20294913.2013.861369</a>",T 007,Scopus; Social Sciences Citation Index (Web of Science); IndexCopernicus; Business Source Complete; ICONDA,"IF: 2,818, AIF: 1,244, Q1 (2013, InCites JCR SSCI)",,2013
4037876,S1,"Balevičius, R., & Marčiukaitis, G. (2013). Linear and non-linear creep models for a multi-layered concrete composite. <i><i>Archives of civil and mechanical engineering</i></i>, <i>13</i>(4), 472-490. doi:<a target=""_blank"" href=""https://doi.org/10.1016/j.acme.2013.04.002"">10.1016/j.acme.2013.04.002</a>",T 002,Academic Search Complete; Scopus; ScienceDirect; Science Citation Index Expanded (Web of Science),"IF: 1,331, AIF: 2,259, Q2 (2013, InCites JCR SCIE)","CiteScore: 1,59, SNIP: 1,177, SJR: 0,699, Q1 (2013, Scopus Sources)",2013
4037907,S1,"Alimardani, M., Hashemkhani Zolfani, S., Aghdaie, M. H., & Tamošaitienė, J. (2013). A novel hybrid SWARA and VIKOR methodology for supplier selection in an agile environment. <i><i>Technological and economic development of economy</i></i>, <i>19</i>(3), 533-548. doi:<a target=""_blank"" href=""https://doi.org/10.3846/20294913.2013.814606"">10.3846/20294913.2013.814606</a>",T 002; S 003; S 004,Scopus; Social Sciences Citation Index (Web of Science); ICONDA,"IF: 2,818, AIF: 1,244, Q1 (2013, InCites JCR SSCI)",,2013
4037944,S4,"Kalibatienė, D., Vasilecas, O., & Dubauskaitė, R. (2013). Ensuring consistency in different IS models - UML case studio. <i><i>Baltic Journal of Modern Computing (BJMC)</i></i>, <i>1</i>(1-2), 63-76. Retrieved 2013, September 30, from <a target=""_blank"" href=""http://www.lu.lv/fileadmin/user_upload/lu_portal/projekti/bjmc/Contents/1_1-2_5_Kalibatiene.pdf"">http://www.lu.lv/fileadmin/user_upload/lu_portal/projekti/bjmc/Contents/1_1-2_5_Kalibatiene.pdf</a>",T 007,DOAJ,,,2013
4037957,S1,"Nagrockienė, D., Gailius, A., Skripkiūnas, G., Pundienė, I., Girskas, G., & Abasova, A. (2013). The effect of plasticizing admixture on the physical and mechanical properties of concrete with limestone cement. <i><i>Materials science = Medžiagotyra</i></i>, <i>19</i>(3), 337-342. doi:<a target=""_blank"" href=""https://doi.org/10.5755/j01.ms.19.3.2304"">10.5755/j01.ms.19.3.2304</a>",T 008; T 002,VINITI; Scopus; INSPEC; Science Citation Index Expanded (Web of Science),"IF: 0,455, AIF: 3,535, Q4 (2013, InCites JCR SCIE)","CiteScore: 0,59, SNIP: 0,624, SJR: 0,296, Q3 (2013, Scopus Sources)",2013
4037987,S1,"Skačkauskienė, I. (2013). Research on the dynamics of Lithuanian state revenue and preferences for expenditure allocation. <i><i>Journal of business economics and management</i></i>, <i>14</i>(4), 806-817. doi:<a target=""_blank"" href=""https://doi.org/10.3846/16111699.2013.789451 Copyright ©"">10.3846/16111699.2013.789451 Copyright ©</a>",S 003; S 004,Central & Eastern European Academic Source (CEEAS); Scopus; Social Sciences Citation Index (Web of Science); Business Source Complete,"IF: 0,810, AIF: 1,448, Q2 (2013, InCites JCR SSCI)","CiteScore: 1,36, SNIP: 1,059, SJR: 0,578, Q1 (2013, Scopus Sources)",2013
4037995,S1,"Bansevičius, R., Drukteinienė, A., Kulvietis, G., & Tumasonienė, I. (2013). Design of a mobile microrobot based on standing and travelling waves. <i><i>International Journal of Advanced Robotic Systems</i></i>, <i>10</i>, 1-7. doi:<a target=""_blank"" href=""https://doi.org/10.5772/56111"">10.5772/56111</a>",T 007; T 009,Scopus; Academic OneFile; Business Source Corporate; Directory of Open Access Journals; Science Citation Index Expanded (Web of Science),"IF: 0,497, AIF: 1,273, Q4 (2013, InCites JCR SCIE)","CiteScore: 0,90, SNIP: 0,814, SJR: 0,224, Q3 (2013, Scopus Sources)",2013
4038024,S4,"Tunčikienė, Ž., Skačkauskienė, I., & Grenčiková, A. (2013). Sustainable development of public sector : the state and assumptions of improvement of functional review in public institutions. <i><i>Journal of security and sustainability issues</i></i>, <i>3</i>(1), 11-21. doi:<a target=""_blank"" href=""https://doi.org/10.9770/jssi.2013.3.1(2)"">10.9770/jssi.2013.3.1(2)</a>",S 003,Business Source Complete,,,2013
4038036,S4,"Antanavičiūtė, U., Obuchovski, R., Paršeliūnas, E. K., Popovas, D., & Šlikas, D. (2013). Some issues regarding the calibration of the terrestrial laser scanner Leica Scanstation C10. <i><i>Geodesy and cartography</i></i>, <i>39</i>(3), 138-143. doi:<a target=""_blank"" href=""https://doi.org/10.3846/20296991.2013.840356"">10.3846/20296991.2013.840356</a>",T 010,GEOBASE; Scopus; ICONDA,,"CiteScore: 0,24, SNIP: 0,544, SJR: 0,209, Q3 (2013, Scopus Sources)",2013
4038267,S1,"Raslanas, S., & Lukošienė, I. (2013). The determination of rents in shopping centers during recession period in Lithuania. <i><i>International journal of strategic property management</i></i>, <i>17</i>(3), 221-232. doi:<a target=""_blank"" href=""https://doi.org/10.3846/1648715X.2013.819389"">10.3846/1648715X.2013.819389</a>",S 003; S 004; T 002,Scopus; Social Sciences Citation Index (Web of Science); ICONDA,"IF: 1,423, AIF: 1,693, Q2 (2013, InCites JCR SSCI)","CiteScore: 1,21, SNIP: 0,715, SJR: 0,569, Q2 (2013, Scopus Sources)",2013
4038383,S1,"Žilionienė, D., De Luca, M., & Dellacqua, G. (2013). Evaluation of climatic factors based on the mechanistic-empiric al pavement design guide. <i><i>The Baltic journal of road and bridge engineering</i></i>, <i>8</i>(3), 158-165. doi:<a target=""_blank"" href=""https://doi.org/10.3846/bjrbe.2013.20"">10.3846/bjrbe.2013.20</a>",T 002,Central & Eastern European Academic Source (CEEAS); Scopus; Computers & Applied Sciences Complete; Index Copernicus (IC); INSPEC; Science Citation Index Expanded (Web of Science),"IF: 1,053, AIF: 1,670, Q2 (2013, InCites JCR SCIE)","CiteScore: 1,02, SNIP: 0,900, SJR: 0,665, Q2 (2013, Scopus Sources)",2013
4038395,S4,"Mačiulaitis, R., Jefimovas, A., & Sikarskas, D. (2013). Research of charring and resulting char in natural and treated timber. <i><i>International review of civil engineering (IRECE)</i></i>, <i>4</i>(4), 155-161. Retrieved 2013, October 01, from <a target=""_blank"" href=""http://www.praiseworthyprize.com/IRECE-latest/IRECE_vol_4_n_4.html"">http://www.praiseworthyprize.com/IRECE-latest/IRECE_vol_4_n_4.html</a>",T 008; T 002,Academic Search Complete; IndexCopernicus,,,2013
4038407,S1,"Juozapaitis, A., Kliukas, R., Sandovič, G., Lukoševičienė, O., & Merkevičius, T. (2013). Analysis of modern three-span suspension bridges with stiff in bending cables. <i><i>The Baltic journal of road and bridge engineering</i></i>, <i>8</i>(3), 205-211. doi:<a target=""_blank"" href=""https://doi.org/10.3846/bjrbe.2013.26"">10.3846/bjrbe.2013.26</a>",T 002,Central & Eastern European Academic Source (CEEAS); Scopus; Computers & Applied Sciences Complete; Index Copernicus (IC); INSPEC; Science Citation Index Expanded (Web of Science),"IF: 1,053, AIF: 1,670, Q2 (2013, InCites JCR SCIE)","CiteScore: 1,02, SNIP: 0,900, SJR: 0,665, Q2 (2013, Scopus Sources)",2013
